 run  lumi   event
   1  1217  121651
   1  1217  121676
   1  1217  121679
   1  1218  121737
   1  1218  121743
   1   436   43516
   1   436   43555
   1   437   43690
   1   438   43709
   1   438   43761
   1   438   43760
   1   439   43817
   1   439   43825
   1   439   43834
   1   439   43839
   1   439   43881
   1   439   43899
   1   440   43923
   1   440   43931
   1   440   43968
   1   440   43976
   1   440   43982
   1   441   44004
   1   441   44014
   1   441   44054
   1   441   44090
   1   442   44116
   1   442   44115
   1   442   44156
   1   442   44151
   1   442   44197
   1   443   44275
   1   443   44279
   1   443   44273
   1   443   44296
   1   443   44294
   1   444   44348
   1   444   44374
   1   444   44382
   1   445   44480
   1   445   44492
   1   446   44550
   1   446   44573
   1   447   44641
   1   447   44630
   1   448   44733
   1   448   44719
   1   448   44724
   1   448   44769
   1   449   44875
   1   450   44926
   1   450   44930
   1   450   44985
   1   450   44980
   1   451   45017
   1   451   45033
   1   451   45004
   1   452   45107
   1   452   45128
   1   452   45140
   1   452   45144
   1   452   45155
   1   453   45241
   1   453   45238
   1   453   45232
   1   453   45265
   1   454   45369
   1   455   45451
   1   455   45474
   1   455   45496
   1   456   45541
   1   456   45561
   1   456   45593
   1   457   45610
   1   457   45637
   1   457   45658
   1   457   45659
   1   457   45689
   1   457   45696
   1   458   45730
   1   458   45743
   1   458   45775
   1   458   45777
   1   458   45795
   1   459   45810
   1   460   45905
   1   460   45940
   1   460   45958
   1   460   45948
   1   460   45971
   1   460   45998
   1   460   45979
   1   461   46001
   1   461   46026
   1   461   46092
   1   462   46101
   1   462   46178
   1   462   46169
   1   462   46184
   1   463   46283
   1   463   46297
   1   464   46373
   1  1161  116002
   1  1161  116017
   1  1161  116046
   1  1161  116063
   1  1161  116095
   1  1162  116130
   1  1162  116136
   1  1162  116182
   1  1162  116189
   1  1163  116221
   1  1163  116263
   1  1163  116278
   1  1163  116289
   1  1164  116318
   1  1164  116329
   1  1164  116337
   1  1164  116381
   1  1165  116410
   1  1165  116476
   1  1165  116497
   1  1166  116508
   1  1166  116539
   1  1166  116581
   1  1167  116617
   1  1167  116624
   1  1168  116705
   1  1168  116701
   1  1168  116771
   1  1168  116778
   1  1169  116807
   1  1169  116804
   1  1169  116826
   1  1170  116926
   1  1170  116969
   1  1170  116973
   1  1170  116988
   1  1171  117027
   1  1171  117046
   1  1171  117082
   1  1172  117116
   1  1172  117181
   1  1173  117281
   1  1174  117358
   1  1174  117383
   1  1175  117438
   1  1176  117506
   1  1176  117521
   1  1176  117550
   1  1177  117605
   1  1177  117695
   1  1178  117752
   1  1178  117775
   1  1179  117815
   1  1179  117813
   1  1179  117805
   1  1179  117841
   1  1179  117871
   1  1179  117872
   1  1179  117885
   1  1180  117936
   1  1180  117965
   1  1180  118000
   1  1181  118042
   1  1181  118046
   1  1182  118120
   1  1182  118177
   1  1183  118260
   1  1184  118308
   1  1184  118336
   1  1184  118370
   1  1185  118408
   1  1185  118427
   1  1185  118495
   1  1185  118497
   1  1186  118510
   1  1186  118507
   1  1186  118566
   1  1187  118615
   1  1187  118632
   1  1187  118678
   1  1188  118724
   1  1188  118752
   1  1188  118760
   1  1188  118796
   1  1189  118824
   1  1189  118835
   1  1189  118866
   1  1335  133409
   1  1335  133428
   1  1335  133436
   1  1335  133432
   1  1335  133452
   1  1335  133467
   1  1335  133491
   1  1336  133559
   1  1337  133608
   1  1337  133675
   1  1337  133686
   1  1337  133691
   1  1338  133701
   1  1338  133736
   1  1338  133759
   1  1338  133792
   1  1338  133793
   1  1339  133838
   1  1340  133941
   1  1341  134002
   1  1341  134050
   1  1342  134102
   1  1342  134122
   1  1342  134148
   1  1342  134164
   1  1343  134210
   1  1343  134247
   1  1344  134329
   1  1344  134350
   1  1344  134353
   1  1344  134339
   1  1346  134539
   1  1346  134599
   1  1346  134600
   1  1347  134618
   1  1347  134620
   1  1347  134661
   1  1347  134688
   1  1348  134740
   1  1348  134745
   1  1348  134788
   1  1348  134786
   1  1349  134816
   1  1349  134839
   1  1350  134909
   1  1350  134955
   1  1350  134971
   1  1351  135024
   1  1352  135149
   1  1352  135173
   1  1353  135248
   1  1353  135295
   1  1354  135302
   1  1354  135368
   1  1354  135362
   1  1355  135426
   1  1355  135428
   1  1355  135446
   1  1355  135482
   1  1356  135538
   1  1356  135552
   1  1358  135714
   1  1358  135722
   1  1358  135750
   1  1358  135770
   1  1358  135778
   1  1358  135796
   1  1358  135795
   1  1359  135808
   1  1359  135844
   1  1359  135875
   1  1359  135895
   1  1359  135884
   1  1360  135963
   1  1361  136008
   1  1361  136025
   1  1361  136013
   1  1361  136039
   1  1361  136043
   1  1361  136084
   1  1361  136090
   1  1362  136131
   1  1362  136130
   1  1362  136142
   1  1362  136195
   1  1362  136185
   1  1625  162458
   1  1625  162459
   1  1625  162455
   1  1625  162499
   1  1626  162532
   1  1626  162553
   1  1627  162623
   1  1628  162703
   1  1628  162709
   1  1628  162733
   1  1628  162762
   1  1628  162787
   1  1629  162812
   1  1629  162825
   1  1629  162856
   1  1630  162920
   1  1630  162952
   1  1631  163067
   1  1631  163055
   1  1631  163097
   1  1632  163108
   1  1632  163118
   1  1632  163121
   1  1632  163132
   1  1632  163171
   1  1633  163222
   1  1633  163230
   1  1634  163321
   1  1634  163332
   1  1634  163349
   1  1635  163403
   1  1635  163440
   1  1635  163489
   1  1636  163516
   1  1636  163583
   1  1637  163612
   1  1637  163639
   1  1637  163648
   1  1637  163671
   1  1637  163652
   1  1637  163669
   1  1637  163699
   1  1637  163697
   1  1638  163736
   1  1638  163772
   1  1638  163776
   1  1638  163793
   1  1639  163806
   1  1639  163803
   1  1639  163815
   1  1639  163807
   1  1639  163831
   1  1639  163870
   1  1639  163857
   1  1639  163856
   1  1639  163886
   1  1639  163883
   1  1640  163999
   1  1642  164119
   1  1642  164124
   1  1642  164148
   1  1642  164142
   1  1642  164145
   1  1642  164137
   1  1642  164162
   1  1642  164167
   1  1642  164185
   1  1643  164209
   1  1643  164223
   1  1643  164239
   1  1643  164271
   1  1644  164316
   1  1644  164343
   1  1644  164359
   1  1644  164352
   1  1644  164356
   1  1644  164372
   1  1644  164370
   1  1645  164484
   1  1645  164491
   1  1645  164468
   1  1645  164497
   1  1646  164511
   1  1646  164538
   1  1646  164546
   1  1646  164553
   1  1647  164655
   1  1649  164806
   1  1649  164824
   1  1649  164889
   1  1649  164876
   1  1651  165035
   1  1651  165070
   1  1652  165127
   1  1652  165139
   1  1653  165269
   1  1653  165296
   1  1653  165286
   1  3945  394496
   1  3946  394519
   1  3946  394545
   1  3946  394550
   1  3947  394639
   1  3947  394659
   1  3947  394673
   1  3948  394703
   1  3948  394740
   1  3948  394797
   1  3948  394785
   1  3949  394817
   1  3949  394829
   1  3949  394859
   1  3950  394917
   1  3950  394935
   1  3950  394949
   1  3950  394971
   1  3950  394993
   1  3951  395042
   1  3951  395076
   1  3952  395111
   1  3952  395123
   1  3952  395138
   1  3952  395151
   1  3952  395180
   1  3952  395200
   1  3953  395290
   1  3954  395336
   1  3954  395332
   1  3954  395335
   1  3954  395352
   1  3955  395436
   1  3955  395477
   1  3955  395484
   1  3956  395592
   1  3958  395733
   1  3958  395730
   1  3959  395822
   1  3959  395844
   1  3959  395893
   1  3960  395901
   1  3960  395938
   1  3960  395942
   1  3962  396193
   1  3964  396361
   1  3965  396432
   1  3965  396469
   1  3966  396555
   1  3967  396627
   1  3967  396691
   1  3967  396686
   1  3968  396740
   1  3968  396736
   1  3968  396733
   1  3968  396750
   1  3968  396788
   1  3969  396812
   1  3969  396813
   1  3969  396829
   1  3969  396857
   1  3969  396869
   1  3970  396912
   1  3970  396979
   1  3970  396995
   1  3971  397010
   1  3971  397021
   1  3971  397057
   1  3971  397040
   1  3971  397073
   1  3972  397131
   1  3972  397129
   1  3972  397138
   1  3972  397157
   1  3972  397183
   1  3972  397199
   1  3973  397238
   1  3974  397349
   1  3974  397345
   1  3974  397372
   1  3974  397382
   1  3974  397392
   1  3975  397420
   1  3975  397476
   1  3975  397500
   1  3976  397590
   1  3977  397655
   1  3977  397699
   1  3978  397752
   1  3979  397808
   1  3979  397830
   1  3979  397827
   1  3979  397850
   1  3979  397861
   1  3979  397872
   1  3980  397940
   1  3981  398003
   1  3981  398045
   1  3981  398052
   1  3981  398080
   1  3982  398128
   1  3982  398140
   1  3982  398133
   1  3982  398195
   1  3983  398231
   1  3983  398264
   1  3983  398257
   1  3983  398273
   1  3984  398309
   1  3984  398324
   1  3984  398360
   1  3984  398399
   1  3985  398408
   1  3985  398480
   1  3986  398550
   1  3986  398542
   1  3986  398598
   1  3986  398599
   1  3987  398663
   1  3987  398684
   1  3987  398699
   1  3988  398721
   1  3988  398757
   1  3988  398764
   1  3989  398898
   1  3990  398912
   1  3990  398966
   1  3990  398993
   1  3991  399052
   1  3991  399066
   1  3992  399102
   1  3992  399195
   1  3992  399183
   1  3993  399220
   1  3993  399280
   1  3994  399319
   1  3994  399346
   1  3995  399409
   1  3996  399531
   1  3996  399528
   1  3997  399611
   1  3997  399655
   1  3997  399667
   1  3997  399684
   1  3998  399714
   1  3999  399810
   1  3999  399822
   1  3999  399829
   1  3999  399830
   1  3999  399827
   1  3999  399847
   1  3999  399845
   1  3999  399853
   1  4000  399964
   1  4001  400017
   1  4001  400035
   1  4001  400056
   1  4001  400079
   1  4001  400100
   1  4002  400115
   1  4235  423401
   1  4235  423413
   1  4235  423435
   1  4235  423443
   1  4236  423525
   1  4236  423523
   1  4236  423569
   1  4236  423576
   1  4237  423610
   1  4237  423637
   1  4238  423705
   1  4238  423742
   1  4238  423744
   1  4238  423758
   1  4238  423777
   1  4239  423828
   1  4239  423860
   1  4239  423885
   1  4240  423934
   1  4242  424115
   1  4242  424171
   1  4242  424184
   1  4242  424190
   1  4242  424189
   1  4243  424223
   1  4243  424225
   1  4244  424329
   1  4244  424359
   1  4244  424372
   1  4245  424452
   1  4245  424462
   1  4246  424544
   1  4248  424701
   1  4248  424703
   1  4248  424732
   1  4249  424807
   1  4249  424829
   1  4249  424857
   1  4249  424881
   1  4249  424877
   1  4250  424997
   1  4250  424992
   1  4251  425021
   1  4251  425020
   1  4251  425045
   1  4252  425102
   1  4252  425116
   1  4252  425174
   1  4253  425206
   1  4253  425235
   1  4253  425278
   1  4254  425345
   1  4254  425375
   1  4254  425371
   1  4254  425372
   1  4255  425419
   1  4255  425403
   1  4255  425454
   1  4255  425481
   1  4255  425495
   1  4256  425521
   1  4256  425538
   1  4256  425578
   1  4256  425587
   1  4257  425641
   1  4257  425637
   1  4257  425673
   1  4258  425738
   1  4259  425814
   1  4259  425878
   1  4259  425882
   1  4260  425927
   1  4260  425917
   1  4260  425929
   1  4260  425931
   1  4260  425937
   1  4260  425967
   1  4260  425982
   1  4262  426105
   1  4262  426122
   1  4262  426123
   1  4262  426188
   1  4262  426189
   1  4293  429202
   1  4293  429215
   1  4293  429272
   1  4294  429380
   1  4296  429535
   1  4296  429578
   1  4297  429614
   1  4297  429667
   1  4298  429739
   1  4299  429869
   1  4300  429908
   1  4300  429936
   1  4300  429982
   1  4301  430008
   1  4301  430004
   1  4301  430014
   1  4301  430055
   1  4301  430063
   1  4302  430106
   1  4302  430104
   1  4302  430124
   1  4303  430210
   1  4303  430245
   1  4303  430271
   1  4303  430297
   1  4304  430322
   1  4304  430305
   1  4304  430390
   1  4305  430424
   1  4305  430428
   1  4305  430434
   1  4305  430464
   1  4306  430566
   1  4306  430567
   1  4307  430601
   1  4307  430661
   1  4307  430675
   1  4308  430731
   1  4308  430729
   1  4309  430809
   1  4309  430875
   1  4309  430899
   1  4310  430926
   1  4310  430960
   1  4310  430987
   1  4311  431001
   1  4311  431029
   1  4311  431077
   1  4312  431133
   1  4312  431142
   1  4312  431164
   1  4312  431177
   1  4312  431198
   1  4313  431201
   1  4313  431247
   1  4313  431259
   1  4313  431260
   1  4313  431268
   1  4313  431282
   1  4314  431316
   1  4314  431376
   1  4314  431390
   1  4315  431475
   1  4315  431482
   1  4315  431493
   1  4316  431567
   1  4316  431555
   1  4316  431576
   1  4317  431630
   1  4317  431663
   1  4318  431729
   1  4318  431728
   1  4318  431779
   1  4318  431793
   1  4318  431784
   1  4319  431817
   1  4319  431889
   1  4320  431968
   1  4321  432084
   1  4467  446621
   1  4467  446623
   1  4467  446670
   1  4467  446680
   1  4467  446684
   1  4468  446704
   1  4468  446738
   1  4469  446832
   1  4469  446872
   1  4469  446885
   1  4469  446886
   1  4470  446911
   1  4470  446910
   1  4470  446923
   1  4470  446970
   1  4470  446998
   1  4471  447016
   1  4471  447071
   1  4471  447083
   1  4471  447081
   1  4472  447154
   1  4472  447124
   1  4472  447161
   1  4472  447185
   1  4472  447188
   1  4473  447221
   1  4473  447228
   1  4473  447246
   1  4473  447277
   1  4474  447314
   1  4474  447337
   1  4474  447341
   1  4474  447364
   1  4474  447398
   1  4475  447422
   1  4475  447429
   1  4475  447493
   1  4475  447486
   1  4476  447545
   1  4476  447549
   1  4477  447602
   1  4477  447668
   1  4477  447684
   1  4477  447697
   1  4478  447705
   1  4478  447711
   1  4478  447779
   1  4479  447827
   1  4479  447835
   1  4479  447869
   1  4480  447903
   1  4480  447977
   1  4480  447988
   1  4480  447985
   1  4481  448058
   1  4482  448108
   1  4482  448146
   1  4482  448168
   1  4483  448214
   1  4483  448215
   1  4483  448230
   1  4483  448273
   1  4483  448268
   1  4483  448294
   1  4484  448375
   1  4485  448416
   1  4485  448461
   1  4486  448526
   1  4486  448542
   1  4487  448630
   1  4488  448709
   1  4488  448767
   1  4488  448794
   1  4489  448825
   1  4489  448833
   1  4490  448932
   1  4490  448973
   1  4490  448997
   1  4491  449037
   1  4491  449039
   1  4491  449084
   1  4492  449162
   1  4493  449257
   1  4493  449299
   1  4494  449312
   1  4494  449333
   1  4494  449334
   1  4495  449409
   1  4902  490113
   1  4902  490154
   1  4903  490204
   1  4903  490223
   1  4903  490201
   1  4903  490229
   1  4903  490235
   1  4904  490307
   1  4904  490325
   1  4904  490340
   1  4904  490339
   1  4904  490380
   1  4905  490423
   1  4905  490472
   1  4906  490532
   1  4906  490551
   1  4906  490574
   1  4906  490593
   1  4906  490576
   1  4906  490591
   1  4907  490603
   1  4907  490622
   1  4907  490680
   1  4907  490684
   1  4908  490715
   1  4908  490752
   1  4908  490754
   1  4908  490779
   1  4908  490788
   1  4909  490820
   1  4909  490812
   1  4909  490898
   1  4910  490914
   1  4910  490926
   1  4910  490949
   1  4910  490979
   1  4910  490988
   1  4911  491002
   1  4911  491003
   1  4911  491067
   1  4911  491095
   1  4913  491203
   1  4914  491323
   1  4914  491321
   1  4915  491447
   1  4915  491454
   1  4915  491443
   1  4916  491503
   1  4916  491596
   1  4916  491589
   1  4917  491613
   1  4917  491609
   1  4917  491617
   1  4917  491676
   1  4918  491714
   1  4918  491750
   1  4918  491745
   1  4918  491796
   1  4919  491872
   1  4920  491947
   1  4920  491968
   1  4920  491958
   1  4921  492017
   1  4921  492048
   1  4921  492078
   1  4921  492092
   1  4921  492097
   1  4922  492167
   1  4922  492182
   1  4922  492186
   1  4922  492181
   1  4922  492184
   1  4922  492199
   1  4922  492178
   1  4923  492234
   1  4923  492263
   1  4924  492388
   1  4925  492470
   1  4926  492517
   1  4926  492547
   1  4926  492559
   1  4926  492552
   1  4927  492633
   1  4927  492690
   1  4928  492754
   1  4928  492761
   1  4928  492789
   1  4929  492821
   1  4929  492820
   1  4929  492848
   1  4930  492916
   1  4930  492972
   1  2263  226212
   1  2263  226259
   1  2264  226362
   1  2264  226393
   1  2265  226439
   1  2265  226459
   1  2265  226480
   1  2265  226495
   1  2266  226529
   1  2266  226524
   1  2266  226534
   1  2267  226601
   1  2267  226655
   1  2268  226705
   1  2268  226745
   1  2269  226821
   1  2269  226887
   1  2269  226884
   1  2270  226930
   1  2270  226957
   1  2270  226967
   1  2271  227023
   1  2271  227084
   1  2272  227187
   1  2273  227225
   1  2273  227258
   1  2273  227256
   1  2274  227305
   1  2274  227354
   1  2274  227373
   1  2274  227387
   1  2275  227413
   1  2275  227448
   1  2275  227457
   1  2276  227530
   1  2276  227580
   1  2276  227590
   1  2277  227612
   1  2277  227643
   1  2277  227660
   1  2277  227699
   1  2278  227738
   1  2278  227743
   1  2278  227754
   1  2278  227766
   1  2278  227773
   1  2279  227836
   1  2279  227865
   1  2279  227881
   1  2280  227999
   1  2281  228014
   1  2281  228040
   1  2281  228039
   1  2281  228043
   1  2282  228117
   1  2282  228108
   1  2282  228116
   1  2282  228157
   1  2282  228200
   1  2283  228258
   1  2284  228367
   1  2285  228415
   1  2285  228473
   1  2286  228540
   1  2286  228562
   1  2286  228567
   1  2286  228589
   1  2287  228603
   1  2287  228610
   1  2287  228625
   1  2287  228658
   1  2287  228683
   1  2287  228672
   1  2288  228702
   1  2288  228715
   1  2288  228726
   1  2288  228717
   1  2288  228744
   1  2288  228777
   1  2290  228922
   1  2290  228992
   1  2291  229048
   1  2291  229090
   1  1451   89930
   1  1451   89974
   1  1452   90085
   1  1453   90119
   1  1454   90284
   1  1454   90264
   1  1455   90320
   1  1455   90386
   1  1456   90439
   1  1456   90459
   1  1456   90484
   1  1457   90501
   1  1457   90524
   1  1457   90529
   1  1457   90540
   1  1457   90547
   1  1457   90581
   1  1457   90593
   1  1458   90625
   1  1458   90630
   1  1458   90675
   1  1459   90792
   1  1460   90825
   1  1460   90834
   1  1460   90844
   1  1460   90873
   1  1460   90878
   1  1461   90903
   1  1461   90938
   1  1461   90931
   1  1461   90984
   1  1461   90999
   1  1462   91090
   1  1463   91154
   1  1463   91184
   1  1463   91190
   1  1464   91213
   1  1464   91226
   1  1464   91249
   1  1464   91269
   1  1465   91310
   1  1465   91317
   1  1465   91320
   1  1465   91371
   1  1466   91401
   1  1466   91436
   1  1466   91444
   1  1466   91499
   1  1467   91503
   1  1467   91545
   1  1467   91588
   1  1467   91595
   1  1467   91590
   1  1468   91603
   1  1468   91673
   1  1468   91700
   1  1469   91725
   1  1469   91774
   1  1469   91800
   1  1470   91815
   1  1470   91813
   1  1470   91857
   1  1471   91905
   1  1471   91924
   1  1471   91927
   1  1471   91940
   1  1471   91948
   1  1471   91953
   1  1471   91951
   1  1471   92000
   1  1472   92048
   1  1472   92042
   1  1472   92059
   1  1472   92064
   1  1473   92120
   1  1473   92128
   1  1473   92160
   1  1473   92161
   1  1473   92195
   1  1474   92214
   1  1474   92226
   1  1474   92265
   1  1475   92359
   1  1475   92342
   1  1475   92389
   1  1476   92416
   1  1476   92418
   1  1476   92447
   1  1477   92506
   1  1477   92515
   1  1477   92524
   1  1477   92553
   1  1477   92564
   1  1477   92566
   1  1478   92607
   1  1478   92603
   1  1478   92626
   1  1478   92676
   1  1478   92679
   1  1479   92707
   1  1479   92736
   1  1479   92757
   1  1479   92755
   1  1479   92756
   1  4815  127658
   1  4815  127677
   1  4815  127686
   1  4816  127704
   1  4817  127819
   1  4817  127838
   1  4817  127878
   1  4818  127910
   1  4818  127931
   1  4818  127987
   1  4819  128021
   1  4819  128074
   1  4819  128072
   1  4819  128057
   1  4820  128106
   1  4820  128152
   1  4820  128172
   1  4821  128207
   1  4821  128268
   1  4822  128347
   1  4822  128367
   1  4822  128392
   1  4822  128385
   1  4823  128427
   1  4823  128479
   1  4824  128511
   1  4824  128535
   1  4824  128590
   1  4825  128654
   1  4826  128714
   1  4826  128702
   1  4826  128729
   1  4826  128751
   1  4826  128800
   1  4827  128835
   1  4827  128839
   1  4828  128921
   1  4828  128987
   1  4828  128997
   1  4828  128992
   1  4829  129026
   1  4829  129037
   1  4829  129077
   1  4829  129098
   1  4831  129218
   1  4831  129243
   1  4831  129280
   1  4832  129344
   1  4832  129358
   1  4833  129435
   1  4833  129452
   1  4834  129520
   1  4834  129589
   1  4834  129577
   1  4835  129698
   1  4836  129769
   1  4836  129760
   1  4836  129798
   1  4837  129831
   1  4837  129811
   1  4837  129826
   1  4837  129856
   1  4837  129859
   1  4838  129937
   1  4838  129958
   1  4840  130125
   1  4840  130174
