run	lumisection	event
1	4635	463448
1	4635	463453
1	4635	463464
1	4635	463470
1	4635	463477
1	4635	463495
1	4636	463527
1	4636	463543
1	4636	463590
1	4637	463617
1	4637	463643
1	4637	463633
1	4637	463668
1	4638	463735
1	4638	463744
1	4639	463839
1	4639	463854
1	4639	463897
1	4640	463909
1	4640	463912
1	436	43516
1	436	43563
1	437	43606
1	437	43604
1	437	43668
1	437	43694
1	438	43777
1	438	43776
1	439	43817
1	439	43825
1	439	43839
1	439	43881
1	440	43923
1	440	43966
1	440	43990
1	440	43976
1	440	43982
1	441	44004
1	441	44014
1	441	44077
1	441	44090
1	442	44116
1	442	44115
1	442	44140
1	442	44146
1	442	44156
1	442	44151
1	442	44197
1	443	44258
1	443	44275
1	443	44279
1	443	44273
1	443	44296
1	443	44294
1	444	44301
1	444	44340
1	444	44348
1	444	44362
1	444	44374
1	444	44383
1	444	44382
1	444	44400
1	444	44384
1	445	44449
1	445	44452
1	445	44480
1	445	44458
1	445	44498
1	446	44508
1	446	44555
1	446	44559
1	447	44605
1	447	44641
1	447	44630
1	447	44634
1	447	44662
1	447	44685
1	447	44690
1	447	44697
1	448	44733
1	448	44719
1	448	44777
1	448	44764
1	448	44771
1	449	44875
1	450	44916
1	450	44926
1	450	44930
1	450	44959
1	450	44985
1	450	44973
1	450	44988
1	450	44999
1	451	45017
1	451	45033
1	451	45004
1	451	45042
1	451	45037
1	452	45107
1	452	45128
1	452	45140
1	452	45144
1	453	45241
1	453	45238
1	453	45289
1	454	45326
1	454	45346
1	454	45369
1	454	45373
1	454	45391
1	455	45416
1	455	45446
1	455	45454
1	455	45482
1	455	45481
1	455	45496
1	456	45520
1	456	45541
1	456	45561
1	456	45593
1	456	45592
1	457	45608
1	457	45610
1	457	45637
1	457	45658
1	457	45659
1	457	45663
1	457	45688
1	457	45689
1	457	45696
1	457	45685
1	457	45691
1	458	45735
1	458	45739
1	458	45730
1	458	45743
1	458	45777
1	459	45803
1	459	45810
1	459	45899
1	460	45905
1	460	45906
1	460	45958
1	460	45948
1	460	45960
1	461	46001
1	461	46015
1	461	46002
1	461	46037
1	461	46052
1	461	46045
1	461	46092
1	462	46101
1	462	46108
1	462	46125
1	462	46163
1	462	46178
1	462	46169
1	462	46184
1	463	46205
1	463	46255
1	463	46283
1	463	46285
1	463	46297
1	464	46323
1	464	46325
1	464	46341
1	464	46345
1	1161	116002
1	1161	116017
1	1161	116046
1	1161	116095
1	1162	116118
1	1162	116130
1	1162	116136
1	1162	116139
1	1162	116149
1	1162	116182
1	1162	116189
1	1162	116197
1	1163	116207
1	1163	116214
1	1163	116263
1	1163	116274
1	1163	116278
1	1164	116318
1	1164	116329
1	1164	116337
1	1164	116368
1	1165	116410
1	1165	116440
1	1165	116477
1	1165	116476
1	1166	116508
1	1166	116551
1	1166	116572
1	1166	116581
1	1167	116617
1	1167	116624
1	1167	116676
1	1168	116705
1	1168	116701
1	1168	116771
1	1169	116814
1	1169	116826
1	1170	116921
1	1170	116941
1	1170	116943
1	1170	116977
1	1170	116969
1	1170	116992
1	1170	116997
1	1170	116988
1	1171	117025
1	1171	117027
1	1172	117103
1	1172	117128
1	1172	117109
1	1172	117129
1	1172	117132
1	1172	117154
1	1172	117145
1	1172	117181
1	1174	117321
1	1174	117341
1	1174	117358
1	1174	117383
1	1174	117394
1	1175	117438
1	1175	117486
1	1175	117483
1	1176	117518
1	1176	117506
1	1177	117605
1	1177	117674
1	1177	117682
1	1178	117775
1	1178	117792
1	1179	117815
1	1179	117813
1	1179	117805
1	1179	117889
1	1179	117872
1	1179	117882
1	1180	117936
1	1180	117965
1	1180	117989
1	1181	118042
1	1181	118046
1	1182	118159
1	1182	118177
1	1183	118240
1	1183	118241
1	1183	118273
1	1183	118263
1	1183	118290
1	1184	118336
1	1184	118357
1	1184	118370
1	1184	118388
1	1185	118408
1	1185	118401
1	1185	118427
1	1185	118495
1	1185	118497
1	1186	118510
1	1186	118507
1	1186	118540
1	1186	118566
1	1187	118608
1	1187	118615
1	1187	118632
1	1187	118658
1	1187	118667
1	1187	118678
1	1187	118676
1	1188	118728
1	1188	118736
1	1188	118772
1	1188	118752
1	1188	118796
1	1189	118823
1	1189	118835
1	1189	118866
1	1189	118886
1	1335	133409
1	1335	133436
1	1335	133432
1	1335	133452
1	1335	133467
1	1335	133491
1	1336	133559
1	1336	133577
1	1336	133600
1	1337	133608
1	1337	133650
1	1337	133689
1	1337	133686
1	1337	133691
1	1338	133706
1	1338	133701
1	1338	133736
1	1338	133730
1	1338	133759
1	1338	133763
1	1338	133786
1	1338	133792
1	1338	133784
1	1338	133793
1	1339	133811
1	1339	133845
1	1339	133899
1	1340	133919
1	1340	133941
1	1340	133976
1	1340	133983
1	1340	133969
1	1340	133996
1	1341	134002
1	1341	134050
1	1341	134032
1	1341	134079
1	1341	134097
1	1342	134122
1	1342	134140
1	1342	134148
1	1343	134210
1	1343	134234
1	1343	134235
1	1344	134307
1	1344	134350
1	1344	134353
1	1345	134425
1	1345	134424
1	1345	134442
1	1346	134539
1	1346	134580
1	1347	134635
1	1347	134688
1	1348	134703
1	1348	134744
1	1348	134740
1	1348	134745
1	1348	134788
1	1349	134816
1	1350	134909
1	1350	134931
1	1350	134942
1	1350	134928
1	1350	134943
1	1350	134955
1	1350	134971
1	1350	134964
1	1351	135018
1	1351	135011
1	1351	135067
1	1352	135106
1	1352	135101
1	1352	135149
1	1352	135173
1	1353	135210
1	1353	135223
1	1353	135240
1	1353	135248
1	1353	135276
1	1353	135295
1	1354	135315
1	1354	135329
1	1354	135339
1	1354	135368
1	1354	135362
1	1354	135372
1	1355	135426
1	1355	135428
1	1355	135442
1	1355	135470
1	1355	135482
1	1356	135503
1	1356	135538
1	1356	135552
1	1356	135573
1	1356	135568
1	1357	135648
1	1357	135652
1	1357	135683
1	1358	135714
1	1358	135750
1	1359	135844
1	1359	135848
1	1359	135851
1	1359	135867
1	1359	135875
1	1359	135891
1	1359	135895
1	1359	135880
1	1359	135884
1	1360	135963
1	1360	136000
1	1360	135997
1	1361	136008
1	1361	136007
1	1361	136035
1	1361	136040
1	1361	136039
1	1361	136084
1	1361	136091
1	1361	136099
1	1362	136123
1	1362	136131
1	1362	136138
1	1362	136130
1	1362	136142
1	1362	136177
1	1362	136195
1	1362	136185
1	1362	136194
1	1363	136251
1	1625	162417
1	1625	162435
1	1625	162450
1	1625	162458
1	1625	162451
1	1625	162471
1	1625	162459
1	1625	162499
1	1625	162495
1	1626	162553
1	1627	162621
1	1627	162632
1	1628	162703
1	1628	162709
1	1628	162733
1	1628	162764
1	1628	162787
1	1629	162812
1	1629	162848
1	1629	162856
1	1629	162872
1	1629	162878
1	1630	162908
1	1630	162911
1	1630	162948
1	1630	162952
1	1631	163016
1	1631	163058
1	1631	163055
1	1631	163070
1	1631	163097
1	1632	163118
1	1632	163171
1	1632	163186
1	1633	163219
1	1633	163230
1	1634	163321
1	1634	163338
1	1634	163332
1	1634	163322
1	1634	163349
1	1634	163354
1	1634	163370
1	1635	163440
1	1635	163412
1	1635	163481
1	1635	163489
1	1636	163516
1	1636	163590
1	1637	163611
1	1637	163631
1	1637	163648
1	1637	163671
1	1637	163652
1	1637	163669
1	1637	163691
1	1637	163699
1	1637	163697
1	1638	163736
1	1638	163759
1	1638	163773
1	1638	163793
1	1639	163806
1	1639	163815
1	1639	163807
1	1639	163831
1	1639	163852
1	1639	163870
1	1639	163857
1	1639	163856
1	1639	163886
1	1639	163883
1	1640	163929
1	1640	163941
1	1640	163999
1	1641	164016
1	1641	164083
1	1642	164140
1	1642	164124
1	1642	164148
1	1642	164142
1	1642	164139
1	1642	164150
1	1642	164167
1	1642	164185
1	1643	164209
1	1643	164239
1	1643	164227
1	1643	164271
1	1643	164294
1	1644	164316
1	1644	164343
1	1644	164352
1	1644	164366
1	1644	164370
1	1644	164396
1	1645	164484
1	1645	164491
1	1645	164468
1	1645	164497
1	1646	164511
1	1646	164507
1	1646	164520
1	1646	164538
1	1646	164546
1	1646	164541
1	1646	164553
1	1646	164560
1	1646	164584
1	1647	164655
1	1647	164659
1	1647	164688
1	1647	164677
1	1648	164730
1	1649	164812
1	1649	164824
1	1649	164832
1	1649	164863
1	1649	164883
1	1649	164889
1	1649	164892
1	1650	164973
1	1651	165018
1	1651	165033
1	1651	165035
1	1651	165070
1	1652	165104
1	1652	165127
1	1652	165145
1	1652	165161
1	1652	165160
1	1652	165185
1	1653	165204
1	1653	165233
1	1653	165269
1	1653	165282
1	3945	394434
1	3945	394487
1	3945	394481
1	3945	394496
1	3945	394489
1	3946	394506
1	3946	394519
1	3946	394538
1	3946	394550
1	3946	394568
1	3946	394562
1	3947	394611
1	3947	394638
1	3947	394639
1	3947	394646
1	3947	394673
1	3948	394743
1	3948	394784
1	3948	394785
1	3948	394798
1	3949	394803
1	3949	394817
1	3949	394829
1	3949	394821
1	3949	394838
1	3949	394859
1	3949	394899
1	3950	394917
1	3950	394923
1	3950	394957
1	3950	394949
1	3950	394982
1	3950	394993
1	3951	395028
1	3951	395029
1	3951	395047
1	3951	395076
1	3952	395111
1	3952	395138
1	3952	395182
1	3952	395195
1	3952	395180
1	3952	395200
1	3953	395212
1	3953	395203
1	3953	395256
1	3953	395285
1	3953	395290
1	3953	395299
1	3954	395336
1	3954	395331
1	3954	395332
1	3954	395335
1	3954	395352
1	3954	395368
1	3955	395410
1	3955	395436
1	3955	395437
1	3955	395459
1	3955	395477
1	3955	395473
1	3955	395484
1	3955	395498
1	3956	395517
1	3956	395592
1	3957	395623
1	3957	395619
1	3957	395635
1	3958	395733
1	3958	395730
1	3958	395737
1	3958	395734
1	3958	395744
1	3958	395800
1	3959	395822
1	3959	395827
1	3959	395850
1	3959	395844
1	3959	395849
1	3959	395889
1	3959	395893
1	3959	395895
1	3960	395907
1	3960	395901
1	3960	395914
1	3960	395938
1	3960	395945
1	3960	395942
1	3960	395961
1	3960	395963
1	3960	395968
1	3960	395980
1	3961	396007
1	3961	396009
1	3961	396064
1	3961	396089
1	3962	396146
1	3962	396174
1	3963	396268
1	3963	396280
1	3964	396332
1	3964	396336
1	3964	396375
1	3964	396372
1	3965	396411
1	3965	396432
1	3965	396419
1	3965	396447
1	3965	396469
1	3966	396524
1	3966	396555
1	3966	396593
1	3967	396615
1	3967	396627
1	3967	396640
1	3967	396661
1	3967	396670
1	3967	396691
1	3967	396686
1	3968	396740
1	3968	396750
1	3969	396812
1	3969	396803
1	3969	396813
1	3969	396829
1	3969	396849
1	3970	396974
1	3970	396979
1	3971	397057
1	3971	397038
1	3971	397073
1	3971	397097
1	3972	397103
1	3972	397129
1	3972	397163
1	3972	397157
1	3972	397195
1	3972	397183
1	3972	397199
1	3973	397238
1	3974	397331
1	3974	397328
1	3974	397349
1	3974	397345
1	3974	397364
1	3974	397372
1	3974	397390
1	3974	397394
1	3974	397382
1	3974	397392
1	3975	397410
1	3975	397435
1	3975	397476
1	3976	397529
1	3976	397566
1	3976	397590
1	3977	397686
1	3978	397752
1	3978	397767
1	3979	397808
1	3979	397803
1	3979	397861
1	3979	397872
1	3980	397940
1	3980	397950
1	3980	397944
1	3980	397952
1	3980	397967
1	3980	398000
1	3981	398035
1	3981	398045
1	3981	398052
1	3981	398080
1	3982	398140
1	3982	398195
1	3983	398257
1	3983	398282
1	3983	398273
1	3984	398303
1	3984	398309
1	3984	398324
1	3984	398399
1	3984	398393
1	3985	398408
1	3985	398413
1	3985	398434
1	3985	398480
1	3985	398491
1	3986	398550
1	3986	398542
1	3986	398557
1	3986	398556
1	3986	398600
1	3986	398596
1	3986	398599
1	3987	398636
1	3987	398663
1	3987	398678
1	3987	398671
1	3987	398699
1	3988	398717
1	3988	398706
1	3988	398713
1	3988	398721
1	3988	398757
1	3988	398777
1	3988	398784
1	3988	398797
1	3989	398892
1	3990	398914
1	3990	398934
1	3990	398965
1	3990	398981
1	3990	398966
1	3990	398993
1	3991	399052
1	3991	399066
1	3991	399064
1	3992	399102
1	3992	399169
1	3992	399183
1	3993	399230
1	3993	399220
1	3993	399266
1	3994	399319
1	3994	399339
1	3994	399381
1	3995	399409
1	3995	399475
1	3995	399497
1	3996	399536
1	3996	399573
1	3997	399605
1	3997	399621
1	3997	399611
1	3997	399637
1	3997	399667
1	3997	399684
1	3997	399649
1	3998	399731
1	3998	399737
1	3998	399780
1	3998	399786
1	3999	399810
1	3999	399822
1	3999	399831
1	3999	399827
1	3999	399858
1	4000	399908
1	4000	399966
1	4001	400037
1	4001	400052
1	4001	400035
1	4001	400051
1	4001	400079
1	4001	400100
1	4002	400115
1	4002	400163
1	4235	423401
1	4235	423413
1	4235	423434
1	4235	423435
1	4235	423443
1	4235	423489
1	4236	423507
1	4236	423525
1	4236	423585
1	4237	423610
1	4237	423637
1	4237	423652
1	4237	423661
1	4237	423671
1	4237	423679
1	4237	423664
1	4238	423705
1	4238	423742
1	4238	423744
1	4238	423746
1	4238	423758
1	4238	423780
1	4238	423777
1	4239	423828
1	4239	423830
1	4239	423839
1	4239	423841
1	4239	423884
1	4239	423885
1	4240	423912
1	4240	423932
1	4240	423934
1	4240	423953
1	4241	424005
1	4241	424030
1	4241	424037
1	4241	424079
1	4242	424115
1	4242	424149
1	4242	424113
1	4242	424171
1	4242	424167
1	4242	424184
1	4242	424190
1	4242	424189
1	4243	424223
1	4243	424234
1	4244	424329
1	4244	424342
1	4244	424365
1	4244	424359
1	4244	424375
1	4245	424424
1	4245	424447
1	4245	424462
1	4246	424544
1	4247	424666
1	4247	424684
1	4247	424682
1	4248	424701
1	4248	424710
1	4248	424732
1	4249	424807
1	4249	424831
1	4249	424818
1	4249	424829
1	4249	424857
1	4249	424881
1	4249	424877
1	4250	424972
1	4250	424976
1	4250	424965
1	4251	425021
1	4251	425037
1	4251	425003
1	4251	425045
1	4251	425060
1	4251	425097
1	4252	425102
1	4252	425116
1	4252	425140
1	4252	425165
1	4252	425174
1	4252	425173
1	4253	425235
1	4253	425290
1	4254	425345
1	4254	425375
1	4254	425371
1	4254	425372
1	4254	425390
1	4255	425428
1	4256	425519
1	4256	425538
1	4256	425578
1	4256	425593
1	4256	425587
1	4257	425630
1	4257	425627
1	4257	425641
1	4257	425649
1	4257	425637
1	4257	425665
1	4257	425673
1	4257	425666
1	4257	425694
1	4258	425715
1	4258	425738
1	4258	425792
1	4259	425814
1	4259	425828
1	4259	425869
1	4259	425878
1	4259	425882
1	4260	425927
1	4260	425917
1	4260	425948
1	4260	425967
1	4260	425963
1	4260	425952
1	4260	425971
1	4260	425984
1	4260	425992
1	4261	426031
1	4261	426066
1	4262	426105
1	4262	426122
1	4262	426123
1	4262	426133
1	4262	426174
1	4262	426188
1	4263	426226
1	4293	429202
1	4293	429212
1	4293	429216
1	4293	429215
1	4293	429243
1	4293	429286
1	4294	429312
1	4294	429327
1	4294	429396
1	4294	429394
1	4295	429427
1	4295	429436
1	4295	429453
1	4296	429532
1	4296	429535
1	4296	429578
1	4297	429614
1	4297	429630
1	4298	429736
1	4298	429734
1	4298	429768
1	4298	429763
1	4298	429799
1	4299	429861
1	4299	429869
1	4299	429870
1	4299	429872
1	4299	429863
1	4299	429877
1	4300	429905
1	4300	429919
1	4300	429939
1	4300	429982
1	4300	429996
1	4301	430008
1	4301	430019
1	4301	430052
1	4301	430055
1	4301	430062
1	4301	430063
1	4301	430085
1	4302	430104
1	4302	430124
1	4302	430137
1	4303	430245
1	4303	430283
1	4303	430298
1	4303	430297
1	4304	430322
1	4304	430305
1	4304	430342
1	4304	430390
1	4305	430424
1	4305	430464
1	4306	430516
1	4307	430675
1	4307	430676
1	4307	430691
1	4308	430731
1	4308	430729
1	4308	430763
1	4308	430792
1	4309	430801
1	4309	430875
1	4310	430926
1	4310	430973
1	4310	430971
1	4311	431010
1	4311	431001
1	4311	431035
1	4311	431029
1	4311	431052
1	4311	431057
1	4311	431077
1	4311	431089
1	4312	431122
1	4312	431133
1	4312	431142
1	4312	431182
1	4312	431177
1	4313	431201
1	4313	431256
1	4313	431268
1	4313	431282
1	4313	431299
1	4314	431376
1	4314	431390
1	4315	431445
1	4315	431440
1	4315	431462
1	4315	431475
1	4315	431482
1	4315	431493
1	4316	431524
1	4316	431555
1	4316	431583
1	4317	431630
1	4317	431663
1	4318	431729
1	4318	431771
1	4318	431770
1	4318	431793
1	4318	431789
1	4318	431800
1	4318	431784
1	4319	431817
1	4319	431836
1	4319	431854
1	4319	431852
1	4319	431897
1	4320	431950
1	4320	431968
1	4320	431997
1	4321	432011
1	4321	432084
1	4321	432079
1	4467	446621
1	4467	446623
1	4467	446680
1	4468	446704
1	4468	446740
1	4469	446844
1	4469	446850
1	4469	446872
1	4469	446875
1	4469	446895
1	4469	446886
1	4469	446892
1	4470	446980
1	4470	446972
1	4470	446994
1	4470	446998
1	4471	447071
1	4471	447083
1	4471	447081
1	4472	447104
1	4472	447121
1	4472	447125
1	4472	447139
1	4472	447137
1	4472	447148
1	4472	447124
1	4472	447188
1	4472	447198
1	4472	447197
1	4472	447184
1	4473	447219
1	4473	447228
1	4473	447262
1	4473	447277
1	4474	447314
1	4474	447322
1	4474	447319
1	4474	447337
1	4474	447341
1	4474	447342
1	4474	447364
1	4474	447398
1	4475	447422
1	4475	447493
1	4475	447486
1	4475	447495
1	4476	447553
1	4476	447545
1	4476	447600
1	4477	447602
1	4478	447705
1	4478	447717
1	4478	447735
1	4478	447741
1	4478	447782
1	4478	447779
1	4479	447824
1	4479	447869
1	4479	447884
1	4480	447903
1	4480	447951
1	4480	447977
1	4480	447988
1	4480	447998
1	4481	448018
1	4481	448037
1	4481	448043
1	4481	448048
1	4481	448058
1	4481	448061
1	4482	448108
1	4482	448146
1	4482	448168
1	4482	448176
1	4482	448166
1	4482	448197
1	4483	448214
1	4483	448215
1	4483	448230
1	4483	448269
1	4483	448273
1	4483	448268
1	4483	448294
1	4484	448319
1	4484	448375
1	4484	448378
1	4484	448399
1	4485	448416
1	4485	448470
1	4486	448526
1	4486	448552
1	4486	448542
1	4487	448614
1	4487	448630
1	4487	448671
1	4488	448709
1	4488	448707
1	4488	448754
1	4488	448767
1	4488	448782
1	4488	448771
1	4488	448778
1	4488	448796
1	4488	448800
1	4489	448802
1	4489	448821
1	4489	448833
1	4489	448843
1	4489	448858
1	4489	448857
1	4489	448868
1	4489	448892
1	4490	448932
1	4490	448977
1	4490	448985
1	4490	448973
1	4490	448983
1	4490	448997
1	4491	449019
1	4491	449037
1	4491	449039
1	4491	449084
1	4492	449142
1	4492	449162
1	4493	449207
1	4493	449209
1	4493	449295
1	4493	449299
1	4494	449312
1	4494	449333
1	4494	449334
1	4495	449427
1	4495	449434
1	4495	449462
1	4495	449470
1	4495	449494
1	4902	490113
1	4902	490150
1	4902	490169
1	4903	490213
1	4903	490204
1	4903	490201
1	4903	490229
1	4903	490235
1	4903	490250
1	4903	490239
1	4903	490257
1	4904	490307
1	4904	490325
1	4904	490333
1	4904	490340
1	4904	490339
1	4904	490346
1	4904	490376
1	4904	490380
1	4905	490452
1	4905	490472
1	4905	490483
1	4906	490515
1	4906	490523
1	4906	490528
1	4906	490532
1	4906	490513
1	4906	490542
1	4906	490574
1	4906	490573
1	4906	490593
1	4906	490576
1	4906	490591
1	4906	490589
1	4907	490603
1	4907	490620
1	4907	490622
1	4907	490615
1	4907	490674
1	4907	490684
1	4908	490703
1	4908	490715
1	4908	490727
1	4908	490752
1	4908	490788
1	4908	490786
1	4909	490821
1	4909	490820
1	4909	490812
1	4909	490853
1	4909	490898
1	4910	490913
1	4910	490914
1	4910	490920
1	4910	490931
1	4910	490926
1	4910	490949
1	4910	490989
1	4910	490983
1	4910	490988
1	4911	491003
1	4911	491031
1	4911	491044
1	4911	491067
1	4911	491086
1	4911	491095
1	4911	491078
1	4912	491173
1	4912	491198
1	4913	491203
1	4913	491237
1	4913	491256
1	4914	491323
1	4914	491321
1	4914	491331
1	4914	491387
1	4915	491407
1	4915	491421
1	4915	491447
1	4915	491439
1	4915	491454
1	4915	491443
1	4915	491498
1	4916	491523
1	4917	491613
1	4917	491629
1	4917	491668
1	4917	491671
1	4917	491686
1	4917	491676
1	4918	491714
1	4918	491718
1	4918	491750
1	4918	491796
1	4918	491791
1	4918	491797
1	4919	491801
1	4919	491858
1	4919	491872
1	4920	491906
1	4920	491929
1	4920	491947
1	4920	491968
1	4921	492028
1	4921	492047
1	4921	492048
1	4921	492053
1	4921	492075
1	4922	492124
1	4922	492167
1	4922	492172
1	4922	492182
1	4922	492181
1	4922	492194
1	4922	492178
1	4923	492230
1	4923	492263
1	4923	492285
1	4924	492310
1	4924	492330
1	4924	492388
1	4925	492430
1	4925	492438
1	4925	492456
1	4925	492478
1	4925	492470
1	4926	492535
1	4926	492529
1	4926	492532
1	4926	492534
1	4926	492547
1	4926	492550
1	4926	492583
1	4926	492552
1	4927	492618
1	4927	492625
1	4927	492636
1	4927	492662
1	4927	492680
1	4927	492690
1	4927	492688
1	4928	492711
1	4928	492761
1	4928	492788
1	4928	492766
1	4928	492778
1	4929	492826
1	4929	492821
1	4929	492848
1	4929	492887
1	4930	492901
1	4930	492916
1	4930	492972
1	4930	492971
1	1190	118953
1	1190	118965
1	1190	118980
1	1191	119028
1	1191	119035
1	1191	119087
1	1191	119094
1	1192	119112
1	1192	119148
1	1192	119124
1	1192	119173
1	1192	119179
1	1192	119175
1	1194	119315
1	1194	119312
1	1194	119376
1	1194	119386
1	1195	119434
1	1195	119440
1	1195	119478
1	1195	119473
1	1196	119551
1	1197	119611
1	1197	119626
1	1197	119690
1	1197	119689
1	1198	119723
1	1198	119769
1	1198	119766
1	1198	119788
1	1198	119786
1	1198	119772
1	1199	119812
1	1199	119830
1	1199	119892
1	1199	119896
1	1199	119894
1	1200	119927
1	1200	119923
1	1200	119979
1	1200	119972
1	1201	120035
1	1201	120093
1	1202	120108
1	1202	120104
